,coords_str,lat,lon,distance_to_center,p,q,r,dl_done,asian,european,fast,night_life,other,sweet,all
1437,18_1_-19,48.86695432496237,2.375095224772954,3207,18,1,-19,1.0,7.0,11.0,12.0,21.0,4.0,3.0,59.0
1438,17_1_-18,48.86644160871425,2.373745490063345,3034,17,1,-18,1.0,7.0,14.0,14.0,19.0,7.0,3.0,65.0
1439,16_1_-17,48.865928892466115,2.372395755353737,2861,16,1,-17,1.0,4.0,16.0,15.0,12.0,5.0,1.0,54.0
1440,15_1_-16,48.865416176218005,2.3710460206441284,2688,15,1,-16,1.0,3.0,14.0,12.0,12.0,5.0,1.0,48.0
1441,14_1_-15,48.8649034599699,2.36969628593452,2515,14,1,-15,1.0,6.0,14.0,8.0,12.0,4.0,1.0,46.0
1442,13_1_-14,48.86439074372177,2.368346551224912,2343,13,1,-14,1.0,5.0,7.0,9.0,10.0,2.0,1.0,35.0
1443,12_1_-13,48.86387802747365,2.3669968165153032,2170,12,1,-13,1.0,4.0,3.0,10.0,11.0,3.0,1.0,33.0
1444,11_1_-12,48.863365311225536,2.3656470818056943,1997,11,1,-12,1.0,5.0,3.0,16.0,12.0,4.0,4.0,45.0
1445,10_1_-11,48.862852594977426,2.3642973470960857,1824,10,1,-11,1.0,5.0,6.0,17.0,10.0,5.0,5.0,49.0
1446,9_1_-10,48.862339878729294,2.362947612386477,1652,9,1,-10,1.0,3.0,6.0,13.0,6.0,2.0,5.0,36.0
1447,8_1_-9,48.861827162481184,2.3615978776768687,1479,8,1,-9,1.0,2.0,5.0,12.0,4.0,3.0,5.0,32.0
1448,7_1_-8,48.86131444623306,2.36024814296726,1307,7,1,-8,1.0,1.0,4.0,8.0,1.0,3.0,2.0,20.0
1449,6_1_-7,48.86080172998494,2.3588984082576507,1135,6,1,-7,1.0,0.0,1.0,6.0,0.0,3.0,1.0,12.0
1450,5_1_-6,48.86028901373682,2.3575486735480427,964,5,1,-6,1.0,0.0,5.0,8.0,2.0,4.0,2.0,22.0
1451,4_1_-5,48.85977629748871,2.356198938838434,793,4,1,-5,1.0,0.0,8.0,9.0,8.0,6.0,6.0,38.0
1452,3_1_-4,48.859263581240604,2.3548492041288256,624,3,1,-4,1.0,1.0,10.0,8.0,11.0,6.0,9.0,46.0
1453,2_1_-3,48.858750864992466,2.3534994694192166,458,2,1,-3,1.0,1.0,8.0,6.0,10.0,4.0,10.0,40.0
1454,1_1_-2,48.85823814874436,2.3521497347096085,299,1,1,-2,1.0,2.0,9.0,8.0,7.0,1.0,6.0,34.0
1455,0_1_-1,48.857725432496224,2.3508,173,0,1,-1,1.0,1.0,6.0,5.0,5.0,0.0,3.0,21.0
1456,-1_1_0,48.857212716248114,2.3494502652903915,173,-1,1,0,1.0,1.0,5.0,5.0,2.0,0.0,1.0,15.0
1457,-2_1_1,48.8567,2.3481005305807834,299,-2,1,1,1.0,1.0,3.0,2.0,2.0,1.0,0.0,10.0
1458,-3_1_2,48.85618728375188,2.3467507958711744,458,-3,1,2,1.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0
1459,-4_1_3,48.855674567503755,2.345401061161566,624,-4,1,3,1.0,1.0,2.0,1.0,3.0,0.0,0.0,8.0
1460,-5_1_4,48.855161851255644,2.3440513264519574,793,-5,1,4,1.0,1.0,5.0,4.0,6.0,1.0,2.0,20.0
1461,-6_1_5,48.85464913500754,2.3427015917423493,964,-6,1,5,1.0,3.0,8.0,6.0,7.0,5.0,2.0,32.0
1462,-7_1_6,48.854136418759396,2.3413518570327403,1135,-7,1,6,1.0,6.0,10.0,10.0,8.0,5.0,2.0,42.0
1463,-8_1_7,48.85362370251129,2.340002122323132,1307,-8,1,7,1.0,6.0,21.0,15.0,10.0,7.0,6.0,66.0
1464,-9_1_8,48.85311098626317,2.338652387613523,1479,-9,1,8,1.0,5.0,20.0,13.0,10.0,8.0,5.0,62.0
1465,-10_1_9,48.85259827001505,2.3373026529039143,1652,-10,1,9,1.0,4.0,21.0,14.0,12.0,6.0,6.0,64.0
1466,-11_1_10,48.852085553766926,2.3359529181943057,1824,-11,1,10,1.0,3.0,19.0,12.0,11.0,6.0,7.0,59.0
1467,-12_1_11,48.851572837518816,2.3346031834846968,1997,-12,1,11,1.0,1.0,8.0,7.0,7.0,6.0,6.0,36.0
1468,-13_1_12,48.85106012127071,2.3332534487750887,2170,-13,1,12,1.0,3.0,7.0,6.0,5.0,3.0,4.0,29.0
1469,-14_1_13,48.850547405022574,2.33190371406548,2343,-14,1,13,1.0,2.0,5.0,9.0,1.0,3.0,3.0,24.0
1470,-15_1_14,48.850034688774464,2.330553979355872,2515,-15,1,14,1.0,0.0,3.0,11.0,0.0,2.0,3.0,20.0
1471,-16_1_15,48.84952197252634,2.329204244646263,2688,-16,1,15,1.0,1.0,4.0,12.0,0.0,3.0,1.0,22.0
1472,-17_1_16,48.84900925627822,2.3278545099366545,2861,-17,1,16,1.0,3.0,9.0,8.0,1.0,1.0,2.0,25.0
1473,-18_1_17,48.8484965400301,2.326504775227046,3034,-18,1,17,1.0,3.0,11.0,9.0,1.0,3.0,1.0,29.0
1474,-19_1_18,48.847983823781995,2.325155040517437,3207,-19,1,18,1.0,2.0,11.0,7.0,1.0,2.0,1.0,25.0
1475,-20_1_19,48.847471107533856,2.3238053058078285,3380,-20,1,19,1.0,2.0,10.0,6.0,1.0,2.0,1.0,23.0
1476,-21_1_20,48.84695839128575,2.3224555710982204,3553,-21,1,20,1.0,2.0,12.0,5.0,1.0,1.0,0.0,22.0
1477,-22_1_21,48.84644567503763,2.3211058363886115,3726,-22,1,21,1.0,5.0,15.0,6.0,1.0,2.0,1.0,31.0
1478,-23_1_22,48.84593295878951,2.319756101679003,3900,-23,1,22,1.0,6.0,12.0,6.0,0.0,2.0,1.0,28.0
1479,-24_1_23,48.84542024254139,2.3184063669693944,4073,-24,1,23,1.0,7.0,10.0,4.0,0.0,1.0,1.0,24.0
1480,-25_1_24,48.84490752629328,2.3170566322597863,4246,-25,1,24,1.0,5.0,8.0,2.0,0.0,1.0,0.0,17.0
1481,-26_1_25,48.84439481004516,2.3157068975501773,4419,-26,1,25,1.0,3.0,3.0,0.0,0.0,1.0,0.0,8.0
1482,-27_1_26,48.843882093797035,2.314357162840569,4592,-27,1,26,1.0,1.0,1.0,2.0,0.0,0.0,2.0,7.0
1483,-28_1_27,48.84336937754893,2.3130074281309603,4765,-28,1,27,1.0,0.0,1.0,3.0,1.0,0.0,2.0,8.0
1484,-29_1_28,48.84285666130079,2.3116576934213517,4938,-29,1,28,1.0,1.0,2.0,6.0,1.0,0.0,2.0,13.0
1485,-30_1_29,48.84234394505268,2.310307958711743,5111,-30,1,29,1.0,2.0,3.0,5.0,0.0,1.0,1.0,13.0
1486,28_2_-30,48.87310691993979,2.38859257186904,5031,28,2,-30,1.0,2.0,5.0,4.0,4.0,2.0,1.0,19.0
1487,27_2_-29,48.872594203691655,2.387242837159431,4859,27,2,-29,1.0,1.0,5.0,4.0,3.0,3.0,0.0,17.0
1488,26_2_-28,48.872081487443545,2.3858931024498227,4686,26,2,-28,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0
1489,25_2_-27,48.87156877119543,2.3845433677402137,4513,25,2,-27,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
1490,24_2_-26,48.87105605494731,2.3831936330306056,4340,24,2,-26,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
1491,23_2_-25,48.870543338699186,2.381843898320997,4167,23,2,-25,1.0,1.0,1.0,2.0,4.0,0.0,0.0,9.0
1492,22_2_-24,48.87003062245107,2.3804941636113885,3994,22,2,-24,1.0,2.0,3.0,2.0,7.0,2.0,0.0,17.0
1493,21_2_-23,48.869517906202965,2.37914442890178,3822,21,2,-23,1.0,5.0,3.0,3.0,8.0,2.0,0.0,22.0
1494,20_2_-22,48.86900518995483,2.3777946941921715,3649,20,2,-22,1.0,5.0,2.0,4.0,12.0,3.0,0.0,27.0
1495,19_2_-21,48.86849247370672,2.376444959482563,3477,19,2,-21,1.0,3.0,5.0,2.0,13.0,3.0,1.0,28.0
1496,18_2_-20,48.8679797574586,2.375095224772954,3304,18,2,-20,1.0,4.0,7.0,4.0,15.0,3.0,1.0,35.0
1497,17_2_-19,48.86746704121048,2.373745490063345,3132,17,2,-19,1.0,5.0,10.0,7.0,17.0,3.0,1.0,44.0
1498,16_2_-18,48.86695432496237,2.372395755353737,2959,16,2,-18,1.0,3.0,11.0,8.0,15.0,6.0,1.0,45.0
1499,15_2_-17,48.86644160871425,2.3710460206441284,2787,15,2,-17,1.0,5.0,11.0,11.0,11.0,6.0,1.0,46.0
1500,14_2_-16,48.865928892466115,2.36969628593452,2615,14,2,-16,1.0,6.0,11.0,7.0,10.0,3.0,1.0,39.0
1501,13_2_-15,48.865416176218005,2.368346551224912,2443,13,2,-15,1.0,7.0,7.0,5.0,11.0,3.0,1.0,35.0
1502,12_2_-14,48.8649034599699,2.3669968165153032,2271,12,2,-14,1.0,7.0,4.0,8.0,11.0,2.0,1.0,34.0
1503,11_2_-13,48.86439074372177,2.3656470818056943,2100,11,2,-13,1.0,4.0,3.0,15.0,12.0,3.0,1.0,39.0
1504,10_2_-12,48.86387802747365,2.3642973470960857,1928,10,2,-12,1.0,5.0,6.0,19.0,12.0,6.0,5.0,54.0
1505,9_2_-11,48.863365311225536,2.362947612386477,1757,9,2,-11,1.0,3.0,9.0,17.0,9.0,5.0,6.0,50.0
1506,8_2_-10,48.862852594977426,2.3615978776768687,1587,8,2,-10,1.0,2.0,5.0,11.0,4.0,4.0,6.0,33.0
1507,7_2_-9,48.862339878729294,2.36024814296726,1417,7,2,-9,1.0,1.0,4.0,10.0,2.0,2.0,4.0,24.0
1508,6_2_-8,48.861827162481184,2.3588984082576507,1248,6,2,-8,1.0,1.0,2.0,6.0,1.0,1.0,0.0,12.0
1509,5_2_-7,48.86131444623306,2.3575486735480427,1081,5,2,-7,1.0,1.0,7.0,8.0,2.0,3.0,2.0,24.0
1510,4_2_-6,48.86080172998494,2.356198938838434,916,4,2,-6,1.0,0.0,5.0,7.0,2.0,4.0,2.0,21.0
1511,3_2_-5,48.86028901373682,2.3548492041288256,754,3,2,-5,1.0,0.0,8.0,7.0,7.0,4.0,4.0,31.0
1512,2_2_-4,48.85977629748871,2.3534994694192166,600,2,2,-4,1.0,0.0,8.0,8.0,6.0,4.0,8.0,35.0
1513,1_2_-3,48.859263581240604,2.3521497347096085,458,1,2,-3,1.0,0.0,6.0,6.0,6.0,3.0,3.0,25.0
1514,0_2_-2,48.858750864992466,2.3508,346,0,2,-2,1.0,1.0,7.0,7.0,8.0,2.0,5.0,31.0
1515,-1_2_-1,48.85823814874436,2.3494502652903915,299,-1,2,-1,1.0,1.0,6.0,7.0,9.0,2.0,2.0,28.0
1516,-2_2_0,48.857725432496224,2.3481005305807834,346,-2,2,0,1.0,1.0,6.0,5.0,7.0,1.0,1.0,22.0
1517,-3_2_1,48.857212716248114,2.3467507958711744,458,-3,2,1,1.0,1.0,3.0,1.0,3.0,1.0,0.0,10.0
1518,-4_2_2,48.8567,2.345401061161566,599,-4,2,2,1.0,0.0,4.0,1.0,4.0,1.0,0.0,11.0
1519,-5_2_3,48.85618728375188,2.3440513264519574,754,-5,2,3,1.0,1.0,6.0,2.0,5.0,1.0,0.0,16.0
1520,-6_2_4,48.855674567503755,2.3427015917423493,916,-6,2,4,1.0,1.0,6.0,2.0,7.0,4.0,0.0,21.0
1521,-7_2_5,48.855161851255644,2.3413518570327403,1081,-7,2,5,1.0,6.0,10.0,5.0,9.0,5.0,2.0,38.0
1522,-8_2_6,48.85464913500754,2.340002122323132,1248,-8,2,6,1.0,6.0,17.0,12.0,8.0,5.0,3.0,52.0
1523,-9_2_7,48.854136418759396,2.338652387613523,1417,-9,2,7,1.0,6.0,19.0,14.0,8.0,7.0,2.0,57.0
1524,-10_2_8,48.85362370251129,2.3373026529039143,1587,-10,2,8,1.0,6.0,21.0,16.0,10.0,8.0,6.0,68.0
1525,-11_2_9,48.85311098626317,2.3359529181943057,1757,-11,2,9,1.0,5.0,23.0,17.0,12.0,8.0,6.0,72.0
1526,-12_2_10,48.85259827001505,2.3346031834846968,1928,-12,2,10,1.0,5.0,17.0,12.0,9.0,8.0,6.0,58.0
1527,-13_2_11,48.852085553766926,2.3332534487750887,2099,-13,2,11,1.0,6.0,13.0,11.0,6.0,5.0,4.0,46.0
1528,-14_2_12,48.851572837518816,2.33190371406548,2271,-14,2,12,1.0,5.0,10.0,9.0,5.0,2.0,4.0,36.0
1529,-15_2_13,48.85106012127071,2.330553979355872,2443,-15,2,13,1.0,2.0,6.0,4.0,1.0,0.0,2.0,16.0
1530,-16_2_14,48.850547405022574,2.329204244646263,2615,-16,2,14,1.0,0.0,3.0,3.0,1.0,0.0,1.0,9.0
1531,-17_2_15,48.850034688774464,2.3278545099366545,2787,-17,2,15,1.0,0.0,6.0,3.0,1.0,0.0,0.0,11.0
1532,-18_2_16,48.84952197252634,2.326504775227046,2959,-18,2,16,1.0,0.0,8.0,1.0,1.0,1.0,1.0,13.0
1533,-19_2_17,48.84900925627822,2.325155040517437,3132,-19,2,17,1.0,1.0,13.0,6.0,2.0,3.0,2.0,28.0
1534,-20_2_18,48.8484965400301,2.3238053058078285,3304,-20,2,18,1.0,0.0,15.0,4.0,3.0,4.0,1.0,28.0
1535,-21_2_19,48.847983823781995,2.3224555710982204,3477,-21,2,19,1.0,0.0,12.0,5.0,2.0,2.0,0.0,22.0
1536,-22_2_20,48.847471107533856,2.3211058363886115,3649,-22,2,20,1.0,0.0,14.0,5.0,1.0,2.0,1.0,24.0
1537,-23_2_21,48.84695839128575,2.319756101679003,3822,-23,2,21,1.0,3.0,13.0,6.0,1.0,2.0,1.0,27.0
1538,-24_2_22,48.84644567503763,2.3184063669693944,3994,-24,2,22,1.0,5.0,12.0,5.0,0.0,2.0,1.0,26.0
1539,-25_2_23,48.84593295878951,2.3170566322597863,4167,-25,2,23,1.0,3.0,7.0,2.0,0.0,1.0,1.0,15.0
1540,-26_2_24,48.84542024254139,2.3157068975501773,4340,-26,2,24,1.0,2.0,3.0,1.0,0.0,1.0,0.0,8.0
1541,-27_2_25,48.84490752629328,2.314357162840569,4513,-27,2,25,1.0,1.0,1.0,4.0,1.0,1.0,0.0,9.0
1542,-28_2_26,48.84439481004516,2.3130074281309603,4686,-28,2,26,1.0,1.0,1.0,7.0,1.0,0.0,1.0,12.0
1543,-29_2_27,48.843882093797035,2.3116576934213517,4859,-29,2,27,1.0,1.0,1.0,9.0,1.0,0.0,1.0,14.0
1544,-30_2_28,48.84336937754893,2.310307958711743,5031,-30,2,28,1.0,1.0,1.0,7.0,1.0,0.0,1.0,12.0
1545,27_3_-30,48.8736196361879,2.387242837159431,4956,27,3,-30,1.0,3.0,6.0,5.0,3.0,3.0,1.0,22.0
1546,26_3_-29,48.87310691993979,2.3858931024498227,4784,26,3,-29,1.0,0.0,4.0,4.0,2.0,2.0,0.0,13.0
1547,25_3_-28,48.872594203691655,2.3845433677402137,4611,25,3,-28,1.0,0.0,2.0,2.0,2.0,1.0,0.0,8.0
1548,24_3_-27,48.872081487443545,2.3831936330306056,4439,24,3,-27,1.0,2.0,2.0,1.0,2.0,1.0,0.0,9.0
1549,23_3_-26,48.87156877119543,2.381843898320997,4267,23,3,-26,1.0,11.0,3.0,3.0,5.0,1.0,0.0,24.0
1550,22_3_-25,48.87105605494731,2.3804941636113885,4095,22,3,-25,1.0,11.0,3.0,4.0,8.0,2.0,0.0,29.0
1551,21_3_-24,48.870543338699186,2.37914442890178,3923,21,3,-24,1.0,14.0,3.0,3.0,12.0,3.0,0.0,36.0
1552,20_3_-23,48.87003062245107,2.3777946941921715,3750,20,3,-23,1.0,10.0,3.0,2.0,10.0,2.0,0.0,28.0
1553,19_3_-22,48.869517906202965,2.376444959482563,3579,19,3,-22,1.0,1.0,0.0,4.0,7.0,1.0,1.0,15.0
1554,18_3_-21,48.86900518995483,2.375095224772954,3407,18,3,-21,1.0,0.0,4.0,1.0,10.0,2.0,1.0,19.0
1555,17_3_-20,48.86849247370672,2.373745490063345,3235,17,3,-20,1.0,0.0,7.0,4.0,9.0,2.0,1.0,24.0
1556,16_3_-19,48.8679797574586,2.372395755353737,3064,16,3,-19,1.0,3.0,14.0,6.0,11.0,5.0,1.0,41.0
1557,15_3_-18,48.86746704121048,2.3710460206441284,2893,15,3,-18,1.0,4.0,10.0,6.0,8.0,5.0,1.0,35.0
1558,14_3_-17,48.86695432496237,2.36969628593452,2722,14,3,-17,1.0,6.0,7.0,7.0,6.0,6.0,1.0,34.0
1559,13_3_-16,48.86644160871425,2.368346551224912,2551,13,3,-16,1.0,6.0,4.0,3.0,11.0,5.0,1.0,31.0
1560,12_3_-15,48.865928892466115,2.3669968165153032,2381,12,3,-15,1.0,8.0,2.0,6.0,14.0,3.0,1.0,35.0
1561,11_3_-14,48.865416176218005,2.3656470818056943,2211,11,3,-14,1.0,6.0,4.0,12.0,11.0,2.0,3.0,39.0
1562,10_3_-13,48.8649034599699,2.3642973470960857,2042,10,3,-13,1.0,5.0,4.0,13.0,12.0,6.0,3.0,44.0
1563,9_3_-12,48.86439074372177,2.362947612386477,1873,9,3,-12,1.0,3.0,8.0,18.0,10.0,7.0,5.0,52.0
1564,8_3_-11,48.86387802747365,2.3615978776768687,1705,8,3,-11,1.0,2.0,11.0,15.0,7.0,8.0,5.0,49.0
1565,7_3_-10,48.863365311225536,2.36024814296726,1539,7,3,-10,1.0,4.0,5.0,12.0,4.0,5.0,3.0,34.0
1566,6_3_-9,48.862852594977426,2.3588984082576507,1374,6,3,-9,1.0,2.0,7.0,9.0,3.0,2.0,2.0,26.0
1567,5_3_-8,48.862339878729294,2.3575486735480427,1212,5,3,-8,1.0,0.0,5.0,9.0,2.0,1.0,0.0,18.0
1568,4_3_-7,48.861827162481184,2.356198938838434,1053,4,3,-7,1.0,0.0,6.0,12.0,2.0,4.0,3.0,28.0
1569,3_3_-6,48.86131444623306,2.3548492041288256,899,3,3,-6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1570,2_3_-5,48.86080172998494,2.3534994694192166,754,2,3,-5,1.0,2.0,5.0,7.0,4.0,3.0,4.0,26.0
1571,1_3_-4,48.86028901373682,2.3521497347096085,624,1,3,-4,1.0,1.0,4.0,8.0,7.0,4.0,5.0,30.0
1572,0_3_-3,48.85977629748871,2.3508,519,0,3,-3,1.0,1.0,5.0,5.0,5.0,2.0,4.0,23.0
1573,-1_3_-2,48.859263581240604,2.3494502652903915,458,-1,3,-2,1.0,0.0,6.0,4.0,4.0,1.0,2.0,18.0
1574,-2_3_-1,48.858750864992466,2.3481005305807834,458,-2,3,-1,1.0,1.0,7.0,8.0,9.0,3.0,1.0,30.0
1575,-3_3_0,48.85823814874436,2.3467507958711744,519,-3,3,0,1.0,0.0,6.0,3.0,7.0,1.0,0.0,18.0
1576,-4_3_1,48.857725432496224,2.345401061161566,624,-4,3,1,1.0,0.0,4.0,1.0,3.0,1.0,0.0,10.0
1577,-5_3_2,48.857212716248114,2.3440513264519574,754,-5,3,2,1.0,0.0,6.0,0.0,5.0,1.0,0.0,13.0
1578,-6_3_3,48.8567,2.3427015917423493,899,-6,3,3,1.0,0.0,6.0,2.0,4.0,2.0,0.0,15.0
1579,-7_3_4,48.85618728375188,2.3413518570327403,1053,-7,3,4,1.0,0.0,8.0,1.0,6.0,4.0,0.0,20.0
1580,-8_3_5,48.855674567503755,2.340002122323132,1212,-8,3,5,1.0,3.0,11.0,5.0,8.0,5.0,0.0,33.0
1581,-9_3_6,48.855161851255644,2.338652387613523,1374,-9,3,6,1.0,4.0,18.0,9.0,7.0,6.0,2.0,47.0
1582,-10_3_7,48.85464913500754,2.3373026529039143,1539,-10,3,7,1.0,5.0,16.0,12.0,5.0,7.0,2.0,48.0
1583,-11_3_8,48.854136418759396,2.3359529181943057,1705,-11,3,8,1.0,5.0,20.0,15.0,8.0,7.0,4.0,60.0
1584,-12_3_9,48.85362370251129,2.3346031834846968,1873,-12,3,9,1.0,5.0,23.0,14.0,7.0,7.0,5.0,62.0
1585,-13_3_10,48.85311098626317,2.3332534487750887,2042,-13,3,10,1.0,6.0,14.0,10.0,5.0,7.0,3.0,46.0
1586,-14_3_11,48.85259827001505,2.33190371406548,2211,-14,3,11,1.0,5.0,13.0,9.0,5.0,3.0,3.0,39.0
1587,-15_3_12,48.852085553766926,2.330553979355872,2381,-15,3,12,1.0,5.0,11.0,8.0,2.0,2.0,2.0,31.0
1588,-16_3_13,48.851572837518816,2.329204244646263,2551,-16,3,13,1.0,2.0,6.0,2.0,1.0,0.0,1.0,13.0
1589,-17_3_14,48.85106012127071,2.3278545099366545,2722,-17,3,14,1.0,0.0,4.0,3.0,1.0,0.0,0.0,9.0
1590,-18_3_15,48.850547405022574,2.326504775227046,2893,-18,3,15,1.0,0.0,8.0,2.0,2.0,1.0,1.0,15.0
1591,-19_3_16,48.850034688774464,2.325155040517437,3064,-19,3,16,1.0,0.0,8.0,0.0,1.0,2.0,1.0,13.0
1592,-20_3_17,48.84952197252634,2.3238053058078285,3235,-20,3,17,1.0,0.0,15.0,5.0,2.0,3.0,1.0,27.0
1593,-21_3_18,48.84900925627822,2.3224555710982204,3407,-21,3,18,1.0,0.0,17.0,5.0,3.0,4.0,1.0,31.0
1594,-22_3_19,48.8484965400301,2.3211058363886115,3579,-22,3,19,1.0,0.0,11.0,4.0,1.0,2.0,0.0,19.0
1595,-23_3_20,48.847983823781995,2.319756101679003,3750,-23,3,20,1.0,0.0,10.0,4.0,1.0,2.0,1.0,19.0
1596,-24_3_21,48.847471107533856,2.3184063669693944,3923,-24,3,21,1.0,0.0,11.0,4.0,1.0,1.0,1.0,19.0
1597,-25_3_22,48.84695839128575,2.3170566322597863,4095,-25,3,22,1.0,0.0,7.0,3.0,0.0,1.0,1.0,13.0
1598,-26_3_23,48.84644567503763,2.3157068975501773,4267,-26,3,23,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0
1599,-27_3_24,48.84593295878951,2.314357162840569,4439,-27,3,24,1.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0
1600,-28_3_25,48.84542024254139,2.3130074281309603,4611,-28,3,25,1.0,0.0,1.0,4.0,2.0,0.0,0.0,8.0
1601,-29_3_26,48.84490752629328,2.3116576934213517,4784,-29,3,26,1.0,1.0,1.0,6.0,2.0,0.0,1.0,12.0
1602,-30_3_27,48.84439481004516,2.310307958711743,4956,-30,3,27,1.0,0.0,0.0,7.0,2.0,0.0,1.0,11.0
1603,26_4_-30,48.87413235243603,2.3858931024498227,4886,26,4,-30,1.0,1.0,4.0,4.0,3.0,1.0,0.0,14.0
1604,25_4_-29,48.8736196361879,2.3845433677402137,4714,25,4,-29,1.0,1.0,2.0,5.0,4.0,1.0,0.0,14.0
1605,24_4_-28,48.87310691993979,2.3831936330306056,4543,24,4,-28,1.0,8.0,3.0,3.0,5.0,2.0,0.0,22.0
1606,23_4_-27,48.872594203691655,2.381843898320997,4371,23,4,-27,1.0,11.0,3.0,2.0,4.0,2.0,0.0,23.0
1607,22_4_-26,48.872081487443545,2.3804941636113885,4200,22,4,-26,1.0,13.0,3.0,4.0,8.0,3.0,0.0,32.0
1608,21_4_-25,48.87156877119543,2.37914442890178,4028,21,4,-25,1.0,21.0,2.0,4.0,11.0,2.0,0.0,41.0
1609,20_4_-24,48.87105605494731,2.3777946941921715,3857,20,4,-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1610,19_4_-23,48.870543338699186,2.376444959482563,3686,19,4,-23,1.0,3.0,0.0,2.0,6.0,1.0,0.0,13.0
1611,18_4_-22,48.87003062245107,2.375095224772954,3515,18,4,-22,1.0,1.0,1.0,0.0,2.0,0.0,1.0,6.0
1612,17_4_-21,48.869517906202965,2.373745490063345,3345,17,4,-21,1.0,0.0,5.0,2.0,3.0,1.0,2.0,14.0
1613,16_4_-20,48.86900518995483,2.372395755353737,3174,16,4,-20,1.0,0.0,6.0,2.0,1.0,3.0,2.0,15.0
1614,15_4_-19,48.86849247370672,2.3710460206441284,3004,15,4,-19,1.0,2.0,11.0,5.0,5.0,4.0,2.0,30.0
1615,14_4_-18,48.8679797574586,2.36969628593452,2835,14,4,-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1616,13_4_-17,48.86746704121048,2.368346551224912,2666,13,4,-17,1.0,8.0,4.0,7.0,8.0,4.0,1.0,33.0
1617,12_4_-16,48.86695432496237,2.3669968165153032,2497,12,4,-16,1.0,8.0,3.0,7.0,11.0,2.0,2.0,34.0
1618,11_4_-15,48.86644160871425,2.3656470818056943,2330,11,4,-15,1.0,7.0,3.0,8.0,9.0,1.0,1.0,30.0
1619,10_4_-14,48.865928892466115,2.3642973470960857,2163,10,4,-14,1.0,5.0,6.0,10.0,11.0,4.0,2.0,39.0
1620,9_4_-13,48.865416176218005,2.362947612386477,1997,9,4,-13,1.0,4.0,6.0,10.0,8.0,4.0,3.0,36.0
1621,8_4_-12,48.8649034599699,2.3615978776768687,1833,8,4,-12,1.0,3.0,12.0,10.0,6.0,5.0,4.0,41.0
1622,7_4_-11,48.86439074372177,2.36024814296726,1670,7,4,-11,1.0,5.0,14.0,11.0,5.0,6.0,4.0,46.0
1623,6_4_-10,48.86387802747365,2.3588984082576507,1509,6,4,-10,1.0,6.0,8.0,6.0,3.0,2.0,2.0,28.0
1624,5_4_-9,48.863365311225536,2.3575486735480427,1352,5,4,-9,1.0,10.0,5.0,9.0,2.0,1.0,2.0,30.0
1625,4_4_-8,48.862852594977426,2.356198938838434,1200,4,4,-8,1.0,10.0,8.0,8.0,4.0,1.0,1.0,33.0
1626,3_4_-7,48.862339878729294,2.3548492041288256,1053,3,4,-7,1.0,5.0,10.0,9.0,5.0,1.0,4.0,35.0
1627,2_4_-6,48.861827162481184,2.3534994694192166,916,2,4,-6,1.0,2.0,5.0,7.0,4.0,3.0,4.0,26.0
1628,1_4_-5,48.86131444623306,2.3521497347096085,793,1,4,-5,1.0,2.0,3.0,3.0,6.0,3.0,4.0,22.0
1629,0_4_-4,48.86080172998494,2.3508,692,0,4,-4,1.0,3.0,2.0,5.0,7.0,2.0,3.0,23.0
1630,-1_4_-3,48.86028901373682,2.3494502652903915,624,-1,4,-3,1.0,1.0,5.0,5.0,5.0,2.0,3.0,22.0
1631,-2_4_-2,48.85977629748871,2.3481005305807834,600,-2,4,-2,1.0,0.0,5.0,6.0,5.0,2.0,2.0,21.0
1632,-3_4_-1,48.859263581240604,2.3467507958711744,624,-3,4,-1,1.0,0.0,9.0,10.0,9.0,6.0,0.0,35.0
1633,-4_4_0,48.858750864992466,2.345401061161566,692,-4,4,0,1.0,1.0,7.0,4.0,5.0,3.0,0.0,21.0
1634,-5_4_1,48.85823814874436,2.3440513264519574,793,-5,4,1,1.0,1.0,7.0,3.0,5.0,1.0,0.0,18.0
1635,-6_4_2,48.857725432496224,2.3427015917423493,916,-6,4,2,1.0,0.0,5.0,2.0,2.0,0.0,0.0,10.0
1636,-7_4_3,48.857212716248114,2.3413518570327403,1053,-7,4,3,1.0,0.0,6.0,2.0,4.0,3.0,0.0,16.0
1637,-8_4_4,48.8567,2.340002122323132,1200,-8,4,4,1.0,0.0,9.0,2.0,5.0,3.0,0.0,20.0
1638,-9_4_5,48.85618728375188,2.338652387613523,1352,-9,4,5,1.0,3.0,10.0,2.0,5.0,4.0,0.0,25.0
1639,-10_4_6,48.855674567503755,2.3373026529039143,1509,-10,4,6,1.0,3.0,12.0,7.0,6.0,2.0,2.0,33.0
1640,-11_4_7,48.855161851255644,2.3359529181943057,1670,-11,4,7,1.0,4.0,14.0,11.0,3.0,4.0,3.0,40.0
